Title,Body (HTML),Type,Tags,Image Src,Image Position
Iron Maiden Legacy of the Beast - Issue #3 - Cover A,,Comic,"Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/IRON_MAIDEN_03_Cover_A.jpg?v=1516982867,1
Iron Maiden Legacy of the Beast - Issue #3 - Cover B,,Comic,"Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/IRON_MAIDEN_03_Cover_B.jpg?v=1516982860,1
Iron Maiden Legacy of the Beast - Issue #3 - Cover C,,Comic,"Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/IRON_MAIDEN_03_Cover_C.jpg?v=1516982877,1
Iron Maiden Legacy of the Beast - Issue #4 - Cover A,,Comic,"Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/CCF03262018.jpg?v=1522093527,1
Iron Maiden Legacy of the Beast - Issue #4 - Cover B,,Comic,"Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/CCF03262018_0001.jpg?v=1522093563,1
Iron Maiden Legacy of the Beast - Issue #4 - Cover C,,Comic,"Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/CCF03262018_0002.jpg?v=1522093596,1
Iron Maiden Legacy of the Beast - Issue #5 - Cover A,"<span>When dark forces conspire to corrupt the fabric of reality, Eddie's immortal soul is shattered and strewn across the cosmos, his unbound essence corrupting countless worlds! Now, a weakened, primal Eddie must journey across space and time to battle the twisted legions of The Beast, seek out the lost shards of his soul, and bring order to the realms. With each victory, and with the aid of old friends, Eddie will restore his fearsome powers as he draws ever closer to facing the Unholy foe behind his fall - and thwarting a plot to unravel all of Creation! The first official Iron Maiden comic series, based on the band's hit mobile role playing game, Iron Maiden: Legacy Of The Beast, where players battle as Eddie across the many worlds of Iron Maiden's discography, from the ancient sands of Powerslave to the far future of the Final Frontier.</span>",Comic,"Comics, Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/IRON_MAIDEN_05_Cover_A.jpg?v=1528472721,1
Iron Maiden Legacy of the Beast - Issue #5 - Cover B,"<span>When dark forces conspire to corrupt the fabric of reality, Eddie's immortal soul is shattered and strewn across the cosmos, his unbound essence corrupting countless worlds! Now, a weakened, primal Eddie must journey across space and time to battle the twisted legions of The Beast, seek out the lost shards of his soul, and bring order to the realms. With each victory, and with the aid of old friends, Eddie will restore his fearsome powers as he draws ever closer to facing the Unholy foe behind his fall - and thwarting a plot to unravel all of Creation! The first official Iron Maiden comic series, based on the band's hit mobile role playing game, Iron Maiden: Legacy Of The Beast, where players battle as Eddie across the many worlds of Iron Maiden's discography, from the ancient sands of Powerslave to the far future of the Final Frontier.</span>",Comic,"Comics, Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/IRON_MAIDEN_05_Cover_B.jpg?v=1528473012,1
Iron Maiden Legacy of the Beast - Issue #5 - Cover C,"<span>When dark forces conspire to corrupt the fabric of reality, Eddie's immortal soul is shattered and strewn across the cosmos, his unbound essence corrupting countless worlds! Now, a weakened, primal Eddie must journey across space and time to battle the twisted legions of The Beast, seek out the lost shards of his soul, and bring order to the realms. With each victory, and with the aid of old friends, Eddie will restore his fearsome powers as he draws ever closer to facing the Unholy foe behind his fall - and thwarting a plot to unravel all of Creation! The first official Iron Maiden comic series, based on the band's hit mobile role playing game, Iron Maiden: Legacy Of The Beast, where players battle as Eddie across the many worlds of Iron Maiden's discography, from the ancient sands of Powerslave to the far future of the Final Frontier.</span>",Comic,"Comics, Iron Maiden, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/IRON_MAIDEN_05_Cover_C.jpg?v=1528473178,1
Iron Maiden Legacy of the Beast SDCC 2018 Signed Special Edition #1,"<p>This 2018 San Diego Comic-Con Exclusive special edition of Iron Maiden: Legacy of the Beast #1 printed on high quality paper with a spot varnish cover featuring ETERNITY EDDIE. </p>
<p>The issue is signed by creator Llexi Leon &amp; artist Kevin West.  Numbered edition limited to 666 units.</p>
<p><span style=""text-decoration: underline;""><strong><span style=""color: #ff0000; text-decoration: underline;"">***ONLY 100 UNITS AVAILABLE ONLINE***</span></strong></span></p>
<p><span style=""text-decoration: underline;""><strong><span style=""color: #ff0000; text-decoration: underline;"">***LIMIT 2 PER HOUSEHOLD***</span></strong></span></p>",Comic,Iron Maiden,https://cdn.shopify.com/s/files/1/2358/6005/products/Iron_Maiden_BMG.jpg?v=1531671589,1
Melting Pot #3,"Melting Pot is a Sci-Fi/Fantasy epic and is the brainchild of Teenage Mutant Ninja Turtle co-creator Kevin Eastman. In the shocking aftermath of last issue, Lord Tyler flees into the Badlands and slays anything that moves. Will he return in time to lead his troops into battle? Plus, a mysterious woman warrior cuts a swath of terror across the land on the way to her fateful meeting with Tyler. Story and art by Kevin Eastman. Additional art by Eric Talbot. Paints by Simon Bisley.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02272018_0003.jpg?v=1519761963,1
Narcopolis: Continuum - Issue #1,"<p>In the near distant future, genius inventor Ben creates the ultimate drug. No ordinary narcotic, its effects will take Ben on a trip through time in an attempt to uncover the truth behind his father_s disappearance twenty years ago. In searching for answers, the past reveals its secrets that the young scientist won_t accept, even if it means risking everything he_s worked for. Based on the UK sci-fi thriller starring Elliot Cowan (Da Vinci_s Demons), Elodie Yung (Marvel's Daredevil), James Callis (Battlestar Galatica), and Jonathan Pryce (Brazil), Narcopolis: Continuum explores new corners of the world introduced in the movie.</p>",Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/narcopolis_continuum_1.jpg?v=1545855687,1
Narcopolis: Continuum - Issue #2,"<p><span>The world's first time traveler discovers that his power-hungry employer is likely behind his father's disappearance twenty years ago. With just a hunch to go on and a handful of time-bending drugs, the young genius puts his new invention to the test - a trip into the past turns into equal parts experiment and manhunt as the most powerful drug lord of his time will do whatever it takes to get his hands on the time-altering narcotics.</span></p>",Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/narcopolis_continuum_2.jpg?v=1545855837,1
Narcopolis: Continuum - Issue #3,"<p><span>On the run and short on time, Ben must face the ultimate evil in order to alter history - drug lord Todd Ambro (a.k.a., his boss)! Every choice made from this pivotal moment forward will not only affect his future but his past as well. Reunited with his father in the darkest timeline yet, Ben learns the hard way that you can transcend time and space...but you can never go home. The penultimate chapter of this time-hopping adventure begins here in Part 3 of this series.</span></p>",Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/narcopolis_continuum_3.jpg?v=1545855895,1
Narcopolis: Continuum - Issue #4 - Cover A,"<p><span>Time traveler Ben's lifelong desire to discover the truth behind his father's disappearance has led to a path of destruction, putting his loved ones in harm's way. Now he will do anything to reverse these events even if that means putting an end to his own life before he was ever born! All paths lead to this moment in time in this shattering conclusion to the 4-part series based on events from the sci-fi movie Narcopolis.</span></p>",Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/narcopolis_continuum_4a.jpg?v=1545855938,1
Narcopolis: Continuum - Issue #4 - Cover B,"<p><span>Time traveler Ben's lifelong desire to discover the truth behind his father's disappearance has led to a path of destruction, putting his loved ones in harm's way. Now he will do anything to reverse these events even if that means putting an end to his own life before he was ever born! All paths lead to this moment in time in this shattering conclusion to the 4-part series based on events from the sci-fi movie Narcopolis.</span></p>",Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/narcopolis_continuum_4b.jpg?v=1545855962,1
Project X - Thump'n Guts,"<p align=""center""><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"" face=""Verdana, Arial, Helvetica, sans-serif""><b>Finally available again and exclusively through HeavyMetal.com.</b></span></p>
<p align=""center""><b><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"" face=""Verdana, Arial, Helvetica, sans-serif"">Out of circulation for nearly 20 years!!</span></b></p>
<p align=""center""><b><span style=""font-family: Verdana,Arial,Helvetica,sans-serif; font-size: large;"" face=""Verdana, Arial, Helvetica, sans-serif"" size=""4"">PROJECT X IS THUMP'N GUTS</span></b></p>
<p> </p>
<p><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"" face=""Verdana, Arial, Helvetica, sans-serif"">In each pre-sealed package you get...</span></p>
<ul>
<li><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"" face=""Verdana, Arial, Helvetica, sans-serif"">Thump'n Guts with one of 3 Simon Bisley Covers</span></li>
<li><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"" face=""Verdana, Arial, Helvetica, sans-serif"">The exclusive Thump'n Guts poster</span></li>
<li><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"" face=""Verdana, Arial, Helvetica, sans-serif"">One of 6 Thump'n Guts trading cards</span></li>
<li><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;"" face=""Verdana, Arial, Helvetica, sans-serif"">and maybe... just maybe... <b>$100 IN CASH!!!</b></span></li>
</ul>
<p> </p>",Comic,"onsale, Thumpin Guts",https://cdn.shopify.com/s/files/1/2358/6005/products/thumpnguts.jpg?v=1505680037,1
ReincarNATE #1,,Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02272018_0016_9b435948-015f-4993-88ed-0aa3d64f050f.jpg?v=1545343126,1
ReincarNATE #2,,Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02272018_0012_cdcd48f2-0b4f-49bf-8b86-032af277f9c9.jpg?v=1545343474,1
ReincarNATE #3,,Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02272018_0013_4078b9b7-7061-41dc-b54d-803278480053.jpg?v=1545343518,1
ReincarNATE #4,<p><span>Everything comes to a head as Nate races against the clock to prevent a deadly plot from unfolding. The action-packed finale to ReincarNATE brings the thrilling mystery to satisfying close.</span></p>,Comic,,https://cdn.shopify.com/s/files/1/2358/6005/products/reincarnate_issue4.jpg?v=1545862263,1
Taarna - Issue #1 - Cover A,"<p><strong>In Stock!</strong></p>
<p><strong><i>Heavy Metal</i>'s legendary character finally gets her own ongoing series courtesy of writer, Alex de Campi (<i>No Mercy</i>, <i>Semi-auto Magic</i>) and artist Esau Escorza (<i>The Door</i>) delivering another tale of the immortal warrior's quest to avenge injustice. Alex Ross provides two beautiful cover selections, launching this character into her greatest adventure - Comics! </strong></p>",Comic,Taarna,https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_01_Cover_A.jpg?v=1516982980,1
Taarna - Issue #1 - Cover B,"<p><strong>In Stock!</strong></p>
<p><strong><i>Heavy Metal</i>'s legendary character finally gets her own ongoing series courtesy of writer, Alex de Campi (<i>No Mercy</i>, <i>Sem-iauto Magic</i>) and artist Esau Escorza (<i>The Door</i>) delivering another tale of the immortal warrior's quest to avenge injustice. Alex Ross provides two beautiful cover selections, launching this character into her greatest adventure - Comics! </strong></p>",Comic,"onsale, Taarna",https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_01_Cover_B.jpg?v=1516982970,1
Taarna - Issue #2 - Chris Achilleos - Cover  B,"<p><em>Heavy Metal's legendary character finally gets her own ongoing series courtesy of writer, Alex de Campi (No Mercy, Semi-auto Magic) and artist Esau Escorza (The Door) delivering another tale of the immortal warrior's quest to avenge injustice. Chris Achilleos’ classic image adorns this cover, launching this character into her greatest adventure - Comics! </em></p>",Comic,"Comics, onsale, Taarna",https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_02_Cover_B.jpg?v=1528472481,1
Taarna - Issue #2 - Luis Royo - Cover B,"<p>Heavy Metal's legendary character finally gets her own ongoing series courtesy of writer, Alex de Campi (No Mercy, Semi-auto Magic) and artist Esau Escorza (The Door) delivering another tale of the immortal warrior's quest to avenge injustice. Luis Royo provides the beautiful cover selection, launching this character into her greatest adventure - Comics! </p>",Comic,"onsale, Taarna",https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_02_Cover_A.jpg?v=1528358617,1
Taarna - Issue #3 - Arman Akopian - Cover A,"Heavy Metal's legendary character finally gets her own ongoing series courtesy of writer, Alex de Campi (No Mercy, Semi-auto Magic) and artist Esau Escorza (The Door) delivering another tale of the immortal warrior's quest to avenge injustice. Arman Akopian’s beautiful art adorns this cover, launching this character into her greatest adventure - Comics!",Comic,"onsale, Taarna",https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_03_Cover_A_Arman_Akopian.jpg?v=1536941962,1
Taarna - Issue #3 - Romulo Royo - Cover B,"<p><span style=""color: #000000;"">Heavy Metal's legendary character finally gets her own ongoing series courtesy of writer, Alex de Campi (No Mercy, Semi-auto Magic) and artist Esau Escorza (The Door) delivering another tale of the immortal warrior's quest to avenge injustice. Romulo Royo’s beautiful art adorns this cover, launching this character into her greatest adventure - Comics! </span></p>",Comic,"onsale, Taarna",https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_03_Cover_B_Romulo_Royo.jpg?v=1536942119,1
Taarna - Issue #4 - Cover A - Luis Royo,"<p><span style=""color: #ff0000;""> <strong>Estimated to begin shipping on January 7th, 2019</strong></span></p>
<p>Heavy Metal's legendary character finally gets her own ongoing series courtesy of writer, Alex de Campi (No Mercy, Semi-auto Magic) and artist Esau Escorza (The Door) delivering another tale of the immortal warrior's quest to avenge injustice. Arman Akopian’s beautiful art adorns this cover, launching this character into her greatest adventure - Comics!</p>",Comic,"Luis Royo, New Item, Taarna",https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_04_Cover_A_front.jpg?v=1543506239,1
Taarna - Issue #4 - Cover B - Luis Royo - HeavyMetal.com Exclusive,"<p><span style=""color: #ff0000;""> <strong>Estimated to begin shipping on January 7th, 2019</strong></span></p>
<p><em><span style=""color: #6aa84f;"">This cover is EXCLUSIVE to HeavyMetal.com and will not be sold anywhere else.</span></em></p>
<p>Heavy Metal's legendary character finally gets her own ongoing series courtesy of writer, Alex de Campi (No Mercy, Semi-auto Magic) and artist Esau Escorza (The Door) delivering another tale of the immortal warrior's quest to avenge injustice. Arman Akopian’s beautiful art adorns this cover, launching this character into her greatest adventure - Comics!</p>
<p> </p>",Comic,"HeavyMetal.com Exclusive, Luis Royo, New Item, Taarna",https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_04_Cover_B_front.jpg?v=1543516514,1
The Doorman #1,"Written by Eliot Rahal and Daniel Kibblesmith. Art and Cover by Kendall Goode. Henry Clay Waters is The Doorman of Earth and hasn't had an interstellar visitor in decades until... his last day on the job when an extraterrestrial assassin darkens his doorstep. Saved by the neurotic alien Detective Flower, the two must team up to solve the galaxy's biggest mystery or get killed trying! 28 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/doorman1.jpg?v=1505680026,1
The Doorman #1 - Signed,"<p>Signed by Daniel Kibblesmith, Eliot Rahal</p>",Comic,"Signed, Signed Issues",https://cdn.shopify.com/s/files/1/2358/6005/products/dorman-1-signed.jpg?v=1505680023,1
The Doorman #2,"Written by Eliot Rahal and Daniel Kibblesmith. Art and Cover by Kendall Goode. Henry's marooned on an alien planet. Detective Flower's been shot. Charming gazillionaire, Carlisle Moongale, just murdered every other Doorman in the galaxy. Now, Henry must convince corrupt space cops to go after the universe's richest man - or learn that in space, no one can hear you squeal! 28 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02282018_0007.jpg?v=1519840392,1
The Doorman #3,"Written by Eliot Rahal and Daniel Kibblesmith. Art and Cover by Kendall Goode. Space has officially hit the fan. A mysterious new ally needs The Doorman and Detective Flower to pull off the heist of their lives. Unless their enemy's sexy secret weapon rips them to shreds first. Caught in between: one koala who holds the key to the galaxy's biggest cover-up. 28 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02282018_0008.jpg?v=1519840472,1
The Doorman #4 - Cover A,"Written by Eliot Rahal and Daniel Kibblesmith. Art and Cover by Kendall Goode. Our first series ends with a big bang! The Publicist is out for blood, and the heroes must scramble to save the day. Armed with the Koalmanac and a guileless clone of Carlisle Moongale, Flower and Henry storm Carlisle's corporate castle to thwart his evil plan. The problem? It's too late. 28 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02282018_0009.jpg?v=1519840663,1
The Doorman #4 - Cover A - Signed,"<p>Signed by Daniel Kibblesmith, Eliot Rahal</p>",Comic,"Signed, Signed Issues",https://cdn.shopify.com/s/files/1/2358/6005/products/doorman-4a-signed.jpg?v=1505680025,1
The Doorman Collected Vol. 1,"On every planet there is a DOOR that can take you anywhere in the galaxy. Henry Clay Waters is the Doorman for Earth _ and he_s one day from retirement. So why is he suddenly the target of Intergalactic assassins? Can spunky alien cop, Detective Flower, keep him alive long enough to find out? It_s a cosmic comic caper full of space Koalas, monsters, exploding heads, and egomaniac extraterrestrial gazillionaires, as two working-class heroes try to save The Universe in THE DOORMAN!<br><br><a href=""http://www.comicsbeat.com/a-year-of-free-comics-the-doorman-1-by-kibblesmith-rahal-and-goode/"" target=""_blank""><div style=""color:green; font-weight:bold; font-size:20px; width:100%; text-align:center;"">CLICK HERE to view the first 32 pages FREE!</div></a>",Comic,"Comics, onsale",https://cdn.shopify.com/s/files/1/2358/6005/products/The_Doorman_Collected_Vol_01.jpg?v=1505680026,1
The Paybacks #1 - Cover A,"Written by Donny Cates and Eliot Rahal. Art and Cover by Geoff Shaw. The secret identities of the world's superhero community have been leaked to the press, and the blame has fallen on our team of super indebted losers! It's The Paybacks versus the whole dang world. So...what else is new? Well, plenty! 28 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02282018_0004.jpg?v=1519838869,1
The Paybacks #1 - Cover B,"Written by Donny Cates and Eliot Rahal. Art by Geoff Shaw. Cover by Ryan Lee. The secret identities of the world's superhero community have been leaked to the press, and the blame has fallen on our team of super indebted losers! It's The Paybacks versus the whole dang world. So...what else is new? Well, plenty! 28 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02282018_0005.jpg?v=1519838912,1
The Paybacks #1 - Cover C,"Written by Donny Cates and Eliot Rahal. Art by Geoff Shaw. Cover by Art Baltazar. The secret identities of the world's superhero community have been leaked to the press, and the blame has fallen on our team of super indebted losers! It's The Paybacks versus the whole dang world. So...what else is new? Well, plenty! 28 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02282018_0006.jpg?v=1519838963,1
The Paybacks #2 - Cover A,"Written by Donny Cates and Eliot Rahal. Art and Cover by Geoff Shaw. The Paybacks think Doctor Blaqk is responsible for the information leak that revealed every superhero's identity. HighGuard blames the Paybacks and is totes going to kill them all. Also, our heroes journey to the center of The infinite Van to seek answers! Oh, and Miss Adventure and Bloodpouch march off to war. It's a whole thing. Yikes. Mondays, amiright? 28 pages, full color.",Comic,"onsale, Signed, Signed Issues",https://cdn.shopify.com/s/files/1/2358/6005/products/3634901_0dfd3db2-32a2-4410-af7e-ff3727c0caa7.jpg?v=1519845721,1
The Paybacks #2 - Cover A - Signed,"<p>Signed by Eliot Rahal, Donny Cates, Geoff Shaw</p>
<p>Written by Donny Cates and Eliot Rahal. Art and Cover by Geoff Shaw. The Paybacks think Doctor Blaqk is responsible for the information leak that revealed every superhero's identity. HighGuard blames the Paybacks and is totes going to kill them all. Also, our heroes journey to the center of The infinite Van to seek answers! Oh, and Miss Adventure and Bloodpouch march off to war. It's a whole thing. Yikes. Mondays, amiright? 28 pages, full color.</p>",Comic,"Signed, Signed Issues",https://cdn.shopify.com/s/files/1/2358/6005/products/paybacks-2b-signed.jpg?v=1505680034,1
The Paybacks #2 - Cover B,"Written by Donny Cates and Eliot Rahal. Art and Cover by Geoff Shaw. The Paybacks think Doctor Blaqk is responsible for the information leak that revealed every superhero's identity. HighGuard blames the Paybacks and is totes going to kill them all. Also, our heroes journey to the center of The infinite Van to seek answers! Oh, and Miss Adventure and Bloodpouch march off to war. It's a whole thing. Yikes. Mondays, amiright? 28 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/paybacks-2a-signed_2ae97b94-1fd6-492d-a358-73516262b554.jpg?v=1519845682,1
The Paybacks #3,"Written by Donny Cates and Eliot Rahal. Art and Cover by Geoff Shaw. Betrayal! Revenge! War! And a journey to the center of an endless labyrinth filled with crazy (k)nightmare stuff inside an infinite mansion inside a super cool guy van! 28 pages, full color.",Comic,"onsale, Signed",https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02272018_0004.jpg?v=1519761101,1
The Paybacks #4,"Written by Donny Cates and Eliot Rahal. Art and Cover by Geoff Shaw. The war to end all wars. Veronica versus The Paybacks versus Pierce. And like, for real? Some folks aren't gonna make it. It's time for our heroes to get debt free or die trying in our final forty-page thrilling series conclusion! Thanks for joining us on this wild ride. #PopsicleClub4Life. 36 pages, full color.",Comic,onsale,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF02272018_0006.jpg?v=1519761127,1
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_04_Cover_B_back.jpg?v=1543516525,2
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_03_pp_01-03_Page_1_96655371-8d9e-43d8-8aba-f309acc31c91.jpg?v=1536942119,2
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_03_pp_01-03_Page_2_461564c9-54b1-4e73-bce5-14888a7ab52f.jpg?v=1536942119,3
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_03_pp_01-03_Page_3_959d9950-d789-49f5-98df-545087a13ae5.jpg?v=1536942119,4
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_03_pp_01-03_Page_1.jpg?v=1536941977,2
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_03_pp_01-03_Page_2.jpg?v=1536941982,3
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/TAARNA_03_pp_01-03_Page_3.jpg?v=1536941984,4
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF03272018_0001.jpg?v=1522682754,2
,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/CCF03092018_0001.jpg?v=1520622056,2
